filename,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_var,chroma_cq_mean,chroma_cq_var,chroma_cens_mean,chroma_cens_var,melspectrogram_mean,melspectrogram_var,mfcc_mean,mfcc_var,mfcc_delta_mean,mfcc_delta_var,rmse_mean,rmse_var,cent_mean,cent_var,spec_bw_mean,spec_bw_var,contrast_mean,contrast_var,rolloff_mean,rolloff_var,poly_mean,poly_var,tonnetz_mean,tonnetz_var,zcr_mean,zcr_var,harm_mean,harm_var,perc_mean,perc_var,frame_mean,frame_var,mfcc0_mean,mfcc0_var,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var
audio_test.wav,[92.28515625],266,66.5,0.6656398,0.054594707,0.44524232,0.0681108,0.2482392,0.02171063,0.05161687,0.08635537,-14.703867,13879.747,0.07699913,6.8589396,0.05660409,0.00029260988,1110.9395247929795,51124.213129206095,1636.803424431078,43821.710954168695,14.917373002545771,71.73688499943627,2452.114371366279,494324.8286951292,0.34946697376480745,0.34946697376480745,0.055960434831312786,0.010147632197940383,0.03936909520348837,0.00013518544044584032,0.00015504427,0.0020574736,0.0005847841,0.00060268736,1.4918820861678004,0.8318998935628672,-393.48923,1745.8701,143.94627,284.25327,-1.1709553,153.55927,54.587936,206.98988,-9.071081,127.05635,27.301682,97.98233,1.4130249,83.640396,11.429181,77.654884,-11.327434,76.99529,7.643848,60.45279,-4.930541,105.218834,1.2906896,105.34914,-18.773674,61.355923
